"OePNV","kiezblocks","Fahrrad","Verbrenner","E_Fahrzeuge","DRT","Anwohnerparken","Besucherparken","CO2","Kosten","traffic","parking","KostenProKopf","KostenProErwachsener"
"dekarbonisiert","base","base","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,2711417000,0.7,0.4,713.530789473684,886.083986928105
"stark","base","base","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,2211417000,0.6,0.35,581.951842105263,722.685294117647
"base","Innenstadt","base","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.01,2748828650,0.7,0.35,723.375960526316,898.310016339869
"dekarbonisiert","Innenstadt","base","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,2698828650,0.7,0.35,710.218065789474,881.970147058823
"stark","Innenstadt","base","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,2198828650,0.6,0.35,578.639118421053,718.571454248366
"base","ganze Stadt","base","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.01,2736240300,0.7,0.35,720.063236842105,894.196176470588
"dekarbonisiert","ganze Stadt","base","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,2686240300,0.7,0.35,706.905342105263,877.856307189542
"stark","ganze Stadt","base","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,2186240300,0.6,0.35,575.326394736842,714.457614379085
"base","base","stark","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.01,2676240300,0.7,0.35,704.273763157895,874.588333333333
"dekarbonisiert","base","stark","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,2626240300,0.7,0.35,691.115868421053,858.248464052288
"stark","base","stark","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,2126240300,0.6,0.35,559.536921052632,694.84977124183
"base","Innenstadt","stark","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.01,2664410780,0.7,0.35,701.160732894737,870.72247875817
"dekarbonisiert","Innenstadt","stark","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,2614410780,0.7,0.35,688.002838157895,854.382609477124
"stark","Innenstadt","stark","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,2114410780,0.6,0.35,556.423890789474,690.983916666667
"base","ganze Stadt","stark","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.01,2652581270,0.7,0.35,698.047702631579,866.856624183006
"dekarbonisiert","ganze Stadt","stark","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,2602581270,0.7,0.35,684.889807894737,850.516754901961
"stark","ganze Stadt","stark","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,2102581270,0.6,0.3,553.310860526316,687.118062091503
"base","base","base","base","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.2,262700000,0.7,0.6,69.1315789473684,85.8496732026144
"dekarbonisiert","base","base","base","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.2,212700000,0.7,0.6,55.9736842105263,69.5098039215686
"stark","base","base","base","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.2,-287300000,0.65,0.55,-75.6052631578947,-93.8888888888889
"base","Innenstadt","base","base","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.2,256422500,0.7,0.6,67.4796052631579,83.7982026143791
"dekarbonisiert","Innenstadt","base","base","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.2,206422500,0.7,0.6,54.3217105263158,67.4583333333333
"stark","Innenstadt","base","base","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.15,-293577500,0.65,0.55,-77.2572368421053,-95.9403594771242
"base","ganze Stadt","base","base","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.2,250145000,0.7,0.55,65.8276315789474,81.7467320261438
"dekarbonisiert","ganze Stadt","base","base","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.2,200145000,0.7,0.55,52.6697368421053,65.406862745098
"stark","ganze Stadt","base","base","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.15,-299855000,0.65,0.55,-78.9092105263158,-97.9918300653594
"base","base","stark","base","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.2,190145000,0.7,0.55,50.0381578947369,62.1388888888889
"dekarbonisiert","base","stark","base","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.2,140145000,0.7,0.55,36.8802631578948,45.7990196078432
"stark","base","stark","base","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.15,-359855000,0.65,0.55,-94.6986842105263,-117.599673202614
"base","Innenstadt","stark","base","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.2,183995250,0.7,0.55,48.4198026315789,60.1291666666667
"dekarbonisiert","Innenstadt","stark","base","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.15,133995250,0.7,0.55,35.2619078947368,43.7892973856209
"stark","Innenstadt","stark","base","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.15,-366004750,0.65,0.55,-96.3170394736842,-119.609395424837
"base","ganze Stadt","stark","base","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.15,177845500,0.7,0.55,46.801447368421,58.1194444444444
"dekarbonisiert","ganze Stadt","stark","base","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.15,127845500,0.7,0.55,33.6435526315789,41.7795751633987
"stark","ganze Stadt","stark","base","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.15,-372154500,0.65,0.5,-97.9353947368421,-121.619117647059
"base","base","base","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.15,549590000,0.7,0.55,144.628947368421,179.604575163399
"dekarbonisiert","base","base","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.1,499590000,0.7,0.55,131.471052631579,163.264705882353
"stark","base","base","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.1,-410000,0.65,0.5,-0.107894736842097,-0.133986928104565
"base","Innenstadt","base","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.1,528968000,0.7,0.55,139.202105263158,172.865359477124
"dekarbonisiert","Innenstadt","base","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.1,478968000,0.7,0.55,126.044210526316,156.525490196078
"stark","Innenstadt","base","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.1,-21032000,0.65,0.5,-5.53473684210527,-6.8732026143791
"base","ganze Stadt","base","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.1,508346000,0.7,0.5,133.775263157895,166.12614379085
"dekarbonisiert","ganze Stadt","base","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.1,458346000,0.7,0.5,120.617368421053,149.786274509804
"stark","ganze Stadt","base","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.1,-41654000,0.65,0.5,-10.9615789473684,-13.6124183006536
"base","base","stark","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.1,448346000,0.7,0.5,117.985789473684,146.518300653595
"dekarbonisiert","base","stark","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.1,398346000,0.7,0.5,104.827894736842,130.178431372549
"stark","base","stark","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.1,-101654000,0.65,0.5,-26.7510526315789,-33.2202614379085
"base","Innenstadt","stark","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.1,429286200,0.7,0.5,112.970052631579,140.289607843137
"dekarbonisiert","Innenstadt","stark","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.1,379286200,0.7,0.5,99.8121578947368,123.949738562091
"stark","Innenstadt","stark","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.1,-120713800,0.65,0.5,-31.7667894736842,-39.448954248366
"base","ganze Stadt","stark","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.1,410226400,0.7,0.5,107.954315789474,134.06091503268
"dekarbonisiert","ganze Stadt","stark","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.1,360226400,0.7,0.5,94.7964210526316,117.721045751634
"stark","ganze Stadt","stark","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.1,-139773600,0.65,0.45,-36.7825263157894,-45.6776470588235
"base","base","base","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.01,237050000,0.65,0,62.3815789473684,77.4673202614379
"dekarbonisiert","base","base","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,187050000,0.65,0,49.2236842105263,61.1274509803922
"stark","base","base","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,-312950000,0.6,0,-82.3552631578947,-102.271241830065
"base","Innenstadt","base","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.01,232050000,0.65,0,61.0657894736842,75.8333333333333
"dekarbonisiert","Innenstadt","base","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,182050000,0.65,0,47.9078947368421,59.4934640522876
"stark","Innenstadt","base","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,-317950000,0.6,0,-83.671052631579,-103.90522875817
"base","ganze Stadt","base","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.01,227050000,0.65,0,59.75,74.1993464052288
"dekarbonisiert","ganze Stadt","base","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,177050000,0.65,0,46.5921052631579,57.859477124183
"stark","ganze Stadt","base","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,-322950000,0.6,0,-84.9868421052632,-105.539215686275
"base","base","stark","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.01,167050000,0.65,0,43.9605263157895,54.5915032679739
"dekarbonisiert","base","stark","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,117050000,0.65,0,30.8026315789474,38.2516339869281
"stark","base","stark","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,-382950000,0.6,0,-100.776315789474,-125.147058823529
"base","Innenstadt","stark","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.01,162050000,0.65,0,42.6447368421053,52.9575163398693
"dekarbonisiert","Innenstadt","stark","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,112050000,0.65,0,29.4868421052632,36.6176470588235
"stark","Innenstadt","stark","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,-387950000,0.6,0,-102.092105263158,-126.781045751634
"base","ganze Stadt","stark","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0.01,157050000,0.65,0,41.3289473684211,51.3235294117647
"dekarbonisiert","ganze Stadt","stark","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,107050000,0.65,0,28.171052631579,34.983660130719
"stark","ganze Stadt","stark","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","4,00 €/h",0,-392950000,0.6,0,-103.407894736842,-128.415032679739
"base","base","base","base","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,2.92e+08,0.8,0.6,76.8421052631579,95.4248366013072
"dekarbonisiert","base","base","base","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,2.42e+08,0.8,0.6,63.6842105263158,79.0849673202615
"stark","base","base","base","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,-2.58e+08,0.7,0.55,-67.8947368421052,-84.3137254901961
"base","Innenstadt","base","base","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,286087500,0.8,0.6,75.2861842105263,93.4926470588236
"dekarbonisiert","Innenstadt","base","base","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,236087500,0.8,0.6,62.1282894736842,77.1527777777778
"stark","Innenstadt","base","base","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,-263912500,0.7,0.55,-69.4506578947368,-86.2459150326797
"base","ganze Stadt","base","base","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,280175000,0.8,0.55,73.7302631578947,91.5604575163399
"dekarbonisiert","ganze Stadt","base","base","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,230175000,0.8,0.55,60.5723684210526,75.2205882352941
"stark","ganze Stadt","base","base","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,-269825000,0.7,0.55,-71.0065789473684,-88.1781045751634
"base","base","stark","base","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,220175000,0.8,0.55,57.9407894736842,71.952614379085
"dekarbonisiert","base","stark","base","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,170175000,0.8,0.55,44.7828947368421,55.6127450980392
"stark","base","stark","base","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,-329825000,0.7,0.55,-86.796052631579,-107.785947712418
"base","Innenstadt","stark","base","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,214353750,0.8,0.55,56.4088815789474,70.0502450980392
"dekarbonisiert","Innenstadt","stark","base","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,164353750,0.8,0.55,43.2509868421053,53.7103758169935
"stark","Innenstadt","stark","base","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,-335646250,0.7,0.55,-88.3279605263158,-109.688316993464
"base","ganze Stadt","stark","base","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,208532500,0.8,0.55,54.8769736842105,68.1478758169935
"dekarbonisiert","ganze Stadt","stark","base","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,158532500,0.8,0.55,41.7190789473684,51.8080065359477
"stark","ganze Stadt","stark","base","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,-341467500,0.7,0.5,-89.8598684210526,-111.59068627451
"base","base","base","Maut","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,580350000,0.8,0.55,152.723684210526,189.656862745098
"dekarbonisiert","base","base","Maut","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,530350000,0.8,0.55,139.565789473684,173.316993464052
"stark","base","base","Maut","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,30350000,0.7,0.5,7.98684210526319,9.91830065359482
"base","Innenstadt","base","Maut","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,560020000,0.8,0.55,147.373684210526,183.013071895425
"dekarbonisiert","Innenstadt","base","Maut","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,510020000,0.8,0.55,134.215789473684,166.673202614379
"stark","Innenstadt","base","Maut","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,10020000,0.7,0.5,2.63684210526315,3.27450980392156
"base","ganze Stadt","base","Maut","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,539690000,0.8,0.5,142.023684210526,176.369281045752
"dekarbonisiert","ganze Stadt","base","Maut","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,489690000,0.8,0.5,128.865789473684,160.029411764706
"stark","ganze Stadt","base","Maut","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,-10310000,0.7,0.5,-2.71315789473683,-3.36928104575162
"base","base","stark","Maut","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,479690000,0.8,0.5,126.234210526316,156.761437908497
"dekarbonisiert","base","stark","Maut","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,429690000,0.8,0.5,113.076315789474,140.421568627451
"stark","base","stark","Maut","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,-70310000,0.7,0.5,-18.5026315789474,-22.9771241830065
"base","Innenstadt","stark","Maut","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,460893000,0.8,0.5,121.287631578947,150.61862745098
"dekarbonisiert","Innenstadt","stark","Maut","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,410893000,0.8,0.5,108.129736842105,134.278758169935
"stark","Innenstadt","stark","Maut","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,-89107000,0.7,0.5,-23.4492105263158,-29.1199346405229
"base","ganze Stadt","stark","Maut","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,442096000,0.8,0.5,116.341052631579,144.475816993464
"dekarbonisiert","ganze Stadt","stark","Maut","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,392096000,0.8,0.5,103.183157894737,128.135947712418
"stark","ganze Stadt","stark","Maut","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,-107904000,0.7,0.45,-28.3957894736842,-35.2627450980392
"base","base","base","Verbot","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.01198,290075000,0.8,0.55,76.3355263157895,94.795751633987
"dekarbonisiert","base","base","Verbot","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.00198,240075000,0.8,0.55,63.1776315789474,78.4558823529412
"stark","base","base","Verbot","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.0018,-259925000,0.7,0.5,-68.4013157894737,-84.9428104575163
"base","Innenstadt","base","Verbot","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.011881,284253750,0.8,0.55,74.8036184210526,92.8933823529412
"dekarbonisiert","Innenstadt","base","Verbot","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.001881,234253750,0.8,0.55,61.6457236842105,76.5535130718954
"stark","Innenstadt","base","Verbot","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.00171,-265746250,0.7,0.5,-69.9332236842105,-86.8451797385621
"base","ganze Stadt","base","Verbot","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.011782,278432500,0.8,0.5,73.2717105263158,90.9910130718954
"dekarbonisiert","ganze Stadt","base","Verbot","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.001782,228432500,0.8,0.5,60.1138157894737,74.6511437908497
"stark","ganze Stadt","base","Verbot","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.00162,-271567500,0.7,0.5,-71.4651315789474,-88.7475490196078
"base","base","stark","Verbot","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.011782,218432500,0.8,0.5,57.4822368421053,71.3831699346405
"dekarbonisiert","base","stark","Verbot","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.001782,168432500,0.8,0.5,44.3243421052632,55.0433006535948
"stark","base","stark","Verbot","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.00162,-331567500,0.7,0.5,-87.2546052631579,-108.355392156863
"base","Innenstadt","stark","Verbot","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.0116929,212693380,0.8,0.5,55.9719407894737,69.5076388888889
"dekarbonisiert","Innenstadt","stark","Verbot","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.0016929,162693380,0.8,0.5,42.8140460526316,53.1677696078431
"stark","Innenstadt","stark","Verbot","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.001539,-337306620,0.7,0.5,-88.7649013157895,-110.230923202614
"base","ganze Stadt","stark","Verbot","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.0116038,206954250,0.8,0.5,54.4616447368421,67.6321078431373
"dekarbonisiert","ganze Stadt","stark","Verbot","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.0016038,156954250,0.8,0.5,41.30375,51.2922385620915
"stark","ganze Stadt","stark","Verbot","base","ganze Stadt","10 €/Jahr","4,00 €/h",0.001458,-343045750,0.7,0.45,-90.275197368421,-112.106454248366
"base","base","base","base","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,3.212e+09,0.8,0.6,845.263157894737,1049.67320261438
"dekarbonisiert","base","base","base","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,3.162e+09,0.8,0.6,832.105263157895,1033.33333333333
"stark","base","base","base","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,2.662e+09,0.7,0.55,700.526315789474,869.934640522876
"base","Innenstadt","base","base","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,3196962500,0.8,0.6,841.305921052632,1044.7589869281
"dekarbonisiert","Innenstadt","base","base","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,3146962500,0.8,0.6,828.14802631579,1028.41911764706
"stark","Innenstadt","base","base","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,2646962500,0.7,0.55,696.569078947368,865.020424836601
"base","ganze Stadt","base","base","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,3181925000,0.8,0.55,837.348684210526,1039.84477124183
"dekarbonisiert","ganze Stadt","base","base","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,3131925000,0.8,0.55,824.190789473684,1023.50490196078
"stark","ganze Stadt","base","base","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,2631925000,0.7,0.55,692.611842105263,860.106209150327
"base","base","stark","base","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,3121925000,0.8,0.55,821.559210526316,1020.23692810457
"dekarbonisiert","base","stark","base","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,3071925000,0.8,0.55,808.401315789474,1003.89705882353
"stark","base","stark","base","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,2571925000,0.7,0.55,676.822368421052,840.498366013072
"base","Innenstadt","stark","base","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,3107891250,0.8,0.55,817.866118421053,1015.65073529412
"dekarbonisiert","Innenstadt","stark","base","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,3057891250,0.8,0.55,804.708223684211,999.310866013072
"stark","Innenstadt","stark","base","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,2557891250,0.7,0.55,673.12927631579,835.912173202614
"base","ganze Stadt","stark","base","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,3093857500,0.8,0.55,814.17302631579,1011.06454248366
"dekarbonisiert","ganze Stadt","stark","base","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,3043857500,0.8,0.55,801.015131578947,994.724673202614
"stark","ganze Stadt","stark","base","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,2543857500,0.7,0.5,669.436184210526,831.325980392157
"base","base","base","Maut","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,3423700000,0.8,0.5,900.973684210526,1118.85620915033
"dekarbonisiert","base","base","Maut","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,3373700000,0.8,0.5,887.815789473684,1102.51633986928
"stark","base","base","Maut","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,2873700000,0.7,0.45,756.236842105263,939.117647058824
"base","Innenstadt","base","Maut","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,3398077500,0.8,0.45,894.230921052631,1110.48284313725
"dekarbonisiert","Innenstadt","base","Maut","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,3348077500,0.8,0.45,881.073026315789,1094.14297385621
"stark","Innenstadt","base","Maut","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,2848077500,0.7,0.45,749.494078947368,930.744281045751
"base","ganze Stadt","base","Maut","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,3372455000,0.8,0.45,887.488157894737,1102.10947712418
"dekarbonisiert","ganze Stadt","base","Maut","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,3322455000,0.8,0.45,874.330263157895,1085.76960784314
"stark","ganze Stadt","base","Maut","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,2822455000,0.7,0.45,742.751315789474,922.37091503268
"base","base","stark","Maut","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,3312455000,0.8,0.45,871.698684210526,1082.50163398693
"dekarbonisiert","base","stark","Maut","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,3262455000,0.8,0.45,858.540789473684,1066.16176470588
"stark","base","stark","Maut","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,2762455000,0.7,0.45,726.961842105263,902.763071895425
"base","Innenstadt","stark","Maut","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,3288894750,0.8,0.45,865.498618421052,1074.80220588235
"dekarbonisiert","Innenstadt","stark","Maut","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,3238894750,0.8,0.45,852.34072368421,1058.46233660131
"stark","Innenstadt","stark","Maut","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,2738894750,0.7,0.4,720.761776315789,895.06364379085
"base","ganze Stadt","stark","Maut","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,3265334500,0.75,0.45,859.298552631579,1067.10277777778
"dekarbonisiert","ganze Stadt","stark","Maut","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,3215334500,0.75,0.45,846.140657894737,1050.76290849673
"stark","ganze Stadt","stark","Maut","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,2715334500,0.7,0.4,714.561710526316,887.364215686275
"base","base","base","Verbot","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.01,3119555000,0.8,0.4,820.93552631579,1019.46241830065
"dekarbonisiert","base","base","Verbot","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0,3069555000,0.8,0.4,807.777631578947,1003.12254901961
"stark","base","base","Verbot","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0,2569555000,0.7,0.35,676.198684210526,839.72385620915
"base","Innenstadt","base","Verbot","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.01,3109134750,0.8,0.35,818.193355263158,1016.05710784314
"dekarbonisiert","Innenstadt","base","Verbot","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0,3059134750,0.8,0.35,805.035460526316,999.717238562091
"stark","Innenstadt","base","Verbot","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0,2559134750,0.7,0.35,673.456513157895,836.318545751634
"base","ganze Stadt","base","Verbot","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.01,3098714500,0.75,0.35,815.451184210526,1012.65179738562
"dekarbonisiert","ganze Stadt","base","Verbot","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0,3048714500,0.75,0.35,802.293289473684,996.311928104575
"stark","ganze Stadt","base","Verbot","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0,2548714500,0.7,0.35,670.714342105263,832.913235294117
"base","base","stark","Verbot","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.01,3038714500,0.75,0.35,799.661710526316,993.043954248366
"dekarbonisiert","base","stark","Verbot","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0,2988714500,0.75,0.35,786.503815789474,976.70408496732
"stark","base","stark","Verbot","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0,2488714500,0.7,0.35,654.924868421052,813.305392156863
"base","Innenstadt","stark","Verbot","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.01,3028836280,0.75,0.35,797.062177631579,989.815776143791
"dekarbonisiert","Innenstadt","stark","Verbot","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0,2978836280,0.75,0.35,783.904282894737,973.475906862745
"stark","Innenstadt","stark","Verbot","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0,2478836280,0.7,0.35,652.325335526316,810.077214052288
